sentence,sentiment,topic,processed_ml,processed_phobert
"cô hiền , quan tâm nhiều đến lớp .",2,0,cô hiền_quan_tâm nhiều đến lớp .,"cô hiền , quan tâm nhiều đến lớp ."
cần đa dạng hóa bài tập hơn .,0,1,cần đa_dạng hóa bài_tập hơn .,cần đa dạng hóa bài tập hơn .
nhưng bài tập hơi khó .,0,0,nhưng bài_tập hơi khó .,nhưng bài tập hơi khó .
"giáo viên của lớp thường xuyên thay đổi , không đồng nhất , nhiều hôm nghỉ học không thông báo trước .",0,0,giáo_viên của lớp thường_xuyên thay_đổi không đồng_nhất nhiều hôm nghỉ học không thông_báo trước .,"giáo viên của lớp thường xuyên thay đổi , không đồng nhất , nhiều hôm nghỉ học không thông báo trước ."
biết về các công cụ quản lý cấu hình và quản lý dự án theo agile .,1,3,biết về các công_cụ quản_lý cấu_hình và quản_lý dự_án theo agile .,biết về các công cụ quản lý cấu hình và quản lý dự án theo agile .
phần thực hành ít có liên quan đến phần lý thuyết .,0,1,phần thực_hành ít có liên_quan đến phần lý_thuyết .,phần thực hành ít có liên quan đến phần lý thuyết .
"cô dạy chưa tập trung dạy thực hành cho sinh viên , không giảng giải nội dung thực hành .",0,0,cô dạy chưa tập_trung dạy thực_hành cho sinh_viên không giảng_giải nội_dung thực_hành .,"cô dạy chưa tập trung dạy thực hành cho sinh viên , không giảng giải nội dung thực hành ."
mong thầy có thể hướng dẫn thêm khi làm project .,0,0,mong thầy có_thể hướng_dẫn thêm khi làm project .,mong thầy có thể hướng dẫn thêm khi làm project .
"thầy giảng bài rất kỹ , sát vào vấn đề và dễ hiểu .",2,0,thầy giảng bài rất kỹ_sát vào vấn_đề và dễ hiểu .,"thầy giảng bài rất kỹ , sát vào vấn đề và dễ hiểu ."
không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .,0,1,không có sự đồng_bộ giữa giảng_viên thực_hành và giảng_viên lý_thuyết .,không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .
chưa gây được hứng thú trong quá trình học .,0,1,chưa gây được hứng_thú trong quá_trình học .,chưa gây được hứng thú trong quá trình học .
slide cô chuẩn bị rất hay lý thuyết rất chi tiết .,2,1,slide cô chuẩn_bị rất hay lý_thuyết rất chi_tiết .,slide cô chuẩn bị rất hay lý thuyết rất chi tiết .
cô hay yêu cầu học sinh phải làm bài tập đầy đủ .,2,0,cô hay yêu_cầu học_sinh phải làm bài_tập đầy_đủ .,cô hay yêu cầu học sinh phải làm bài tập đầy đủ .
giáo viện rất nhiệt tình với sinh viên .,2,0,giáo_viện rất nhiệt_tình với sinh_viên .,giáo viện rất nhiệt tình với sinh viên .
phòng học khác phải có màn che .,0,2,phòng học khác phải có màn che .,phòng học khác phải có màn che .
tận tình với học sinh !,2,0,tận_tình với học_sinh !,tận tình với học sinh !
không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .,0,0,không sửa bài chi_tiết vì nghĩ nó dễ so với học_sinh .,không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .
hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .,0,1,hoặc không phân nhóm nhưng vẫn nên cho đề_tài để sinh_viên tìm_hiểu .,hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .
cô giảng dạy tận tâm và cho nhiều bài tập và lời giải chi tiết .,2,0,cô giảng_dạy tận_tâm và cho nhiều bài_tập và lời_giải chi_tiết .,cô giảng dạy tận tâm và cho nhiều bài tập và lời giải chi tiết .
không có đủ ổ cắm điện sử dụng .,0,2,không có đủ ổ cắm điện sử_dụng .,không có đủ ổ cắm điện sử dụng .
"thầy dạy tận tâm , nhiệt tình , vui vẻ , thân thiện với sinh viên .",2,0,thầy dạy tận_tâm nhiệt_tình vui_vẻ thân_thiện với sinh_viên .,"thầy dạy tận tâm , nhiệt tình , vui vẻ , thân thiện với sinh viên ."
giảng viên nên cho sinh viên làm bài tập nhiều lên .,0,0,giảng_viên nên cho sinh_viên làm bài_tập nhiều lên .,giảng viên nên cho sinh viên làm bài tập nhiều lên .
có thể chưa phù hợp nhưng ý kiến cá nhân của em là doubledot nên thực hành theo phương thức 2 để có thể ứng dụng các lý thuyết được học trên lớp lên các thiết bị thật .,0,1,có_thể chưa phù_hợp nhưng ý_kiến cá_nhân của em là doubledot nên thực_hành theo phương_thức 2 để có_thể ứng_dụng các lý_thuyết được học trên lớp lên các thiết_bị thật .,có thể chưa phù hợp nhưng ý kiến cá nhân của em là doubledot nên thực hành theo phương thức 2 để có thể ứng dụng các lý thuyết được học trên lớp lên các thiết bị thật .
"vote cô , cô dạy hay , cho điểm cao .",2,0,vote cô cô dạy hay cho điểm cao .,"vote cô , cô dạy hay , cho điểm cao ."
rất hiểu tâm lý các bạn sinh viên ngoài ra còn có những giờ học thật sự thú vị .,2,0,rất hiểu tâm_lý các bạn sinh_viên ngoài_ra còn có những giờ học thật_sự thú_vị .,rất hiểu tâm lý các bạn sinh viên ngoài ra còn có những giờ học thật sự thú vị .
"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên .",2,0,cô là một giảng_viên vô_cùng tâm_huyết tận_tâm và thương sinh_viên .,"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên ."
thường xuyên nghỉ không thông báo trước và đi trễ .,0,0,thường_xuyên nghỉ không thông_báo trước và đi trễ .,thường xuyên nghỉ không thông báo trước và đi trễ .
"dạy kỹ , dạy nhiệt tình .",2,0,dạy kỹ dạy nhiệt_tình .,"dạy kỹ , dạy nhiệt tình ."
"phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ .",0,2,phòng máy chất_lượng còn thấp_cấu_hình_yếu và bị nhiễm virus một_số kit không nhận driver hoặc bị hư thiếu kit và phòng thực_hành còn nhỏ .,"phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ ."
lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,0,1,lớp trưởng quản_lý 19 - 20 nhóm trong lớp đòi_hỏi lớp trưởng phải có kiến_thức tốt và trách_nhiệm .,lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .
"thầy dạy hay , kiến thức dồi dào .",2,0,thầy dạy hay kiến_thức dồi_dào .,"thầy dạy hay , kiến thức dồi dào ."
"bài tập thực hành đa đạng , dễ hiểu .",2,1,bài_tập thực_hành đa_đạng dễ hiểu .,"bài tập thực hành đa đạng , dễ hiểu ."
thầy đến lớp rất đúng giờ và cho sinh viên ra về cũng rất hợp lý .,2,0,thầy đến lớp rất đúng giờ và cho sinh_viên ra về cũng rất hợp_lý .,thầy đến lớp rất đúng giờ và cho sinh viên ra về cũng rất hợp lý .
nhiệt tình chỉ dạy cho sinh viên .,2,0,nhiệt_tình chỉ dạy cho sinh_viên .,nhiệt tình chỉ dạy cho sinh viên .
cho thi giữa kỳ .,1,1,cho thi giữa kỳ .,cho thi giữa kỳ .
tuần sau khi sinh viên ý kiến lên phòng công tác sinh viên mới có giảng viên khác đến thay thế .,0,0,tuần sau khi sinh_viên ý_kiến lên phòng công_tác sinh_viên mới có giảng_viên khác đến thay_thế .,tuần sau khi sinh viên ý kiến lên phòng công tác sinh viên mới có giảng viên khác đến thay thế .
phục vụ ở mảng nào cho công việc sau này !,1,3,phục_vụ ở mảng nào cho công_việc sau_này !,phục vụ ở mảng nào cho công việc sau này !
giảng viên cho làm nhiều bài tập liên quan đến bài học .,2,0,giảng_viên cho làm nhiều bài_tập liên_quan đến bài_học .,giảng viên cho làm nhiều bài tập liên quan đến bài học .
"sự tận tâm của thầy , các ví dụ đơn giản , dễ hiểu .",2,0,sự tận_tâm của thầy các ví_dụ đơn_giản dễ hiểu .,"sự tận tâm của thầy , các ví dụ đơn giản , dễ hiểu ."
"cô dạy rất nhiệt tình , rất hài lòng về cô .",2,0,cô dạy rất nhiệt_tình rất hài_lòng về cô .,"cô dạy rất nhiệt tình , rất hài lòng về cô ."
tôi không có ý kiến .,1,3,tôi không có ý_kiến .,tôi không có ý kiến .
dạy một lúc quá nhiều bài .,0,0,dạy một lúc quá nhiều bài .,dạy một lúc quá nhiều bài .
kỹ năng tự học được thầy đưa lên tối đa .,2,0,kỹ_năng tự học được thầy đưa lên tối_đa .,kỹ năng tự học được thầy đưa lên tối đa .
"thầy dạy dễ hiểu , tận tâm .",2,0,thầy dạy dễ hiểu tận_tâm .,"thầy dạy dễ hiểu , tận tâm ."
thầy trình bày ví dụ và câu chuyện thực tế .,2,0,thầy trình_bày ví_dụ và câu_chuyện thực_tế .,thầy trình bày ví dụ và câu chuyện thực tế .
"nhiệt tình , phương thức truyền đạt dễ hiểu .",2,0,nhiệt_tình phương_thức truyền_đạt dễ hiểu .,"nhiệt tình , phương thức truyền đạt dễ hiểu ."
nên thay hình thức này bằng hình thức khác .,0,1,nên thay hình_thức này bằng hình_thức khác .,nên thay hình thức này bằng hình thức khác .
cô rất tốt .,2,1,cô rất tốt .,cô rất tốt .
"giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường .",0,1,giảm tải bớt lý_thuyết và nên đưa các ví_dụ thực_tiễn vào nội_dung giảng_dạy giúp sinh_viên định_hướng được nội_dung mục_đích và cách áp_dụng môn_học vào nghề_nghiệp sau khi ra trường .,"giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường ."
"thầy dạy nhiệt tình , cung cấp nhiều kiến thức dễ hiểu , thầy dạy dễ hiểu , sôi nổi .",2,0,thầy dạy nhiệt_tình cung_cấp nhiều kiến_thức dễ hiểu thầy dạy dễ hiểu sôi_nổi .,"thầy dạy nhiệt tình , cung cấp nhiều kiến thức dễ hiểu , thầy dạy dễ hiểu , sôi nổi ."
cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !,2,3,cuối_cùng chúc cô wzjwz2 có năm mới hạnh_phúc !,cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !
thầy dạy hay và quá dễ hiểu .,2,0,thầy dạy hay và quá dễ hiểu .,thầy dạy hay và quá dễ hiểu .
"cách giảng dạy dễ hiểu , nội dụng phù hợp thực tại .",2,0,cách giảng_dạy dễ hiểu nội_dụng phù_hợp thực_tại .,"cách giảng dạy dễ hiểu , nội dụng phù hợp thực tại ."
"có các ví dụ bài tập hay , hiệu quả .",2,1,có các ví_dụ bài_tập hay hiệu_quả .,"có các ví dụ bài tập hay , hiệu quả ."
thang điểm kiểm tra bài thực hành dễ gây ức chế .,2,1,thang điểm kiểm_tra bài thực_hành dễ gây ức_chế .,thang điểm kiểm tra bài thực hành dễ gây ức chế .
thầy dạy hay nhiệt tình phương pháp tiếp cận kiến thức tốt .,2,0,thầy dạy hay nhiệt_tình phương_pháp tiếp_cận kiến_thức tốt .,thầy dạy hay nhiệt tình phương pháp tiếp cận kiến thức tốt .
mong thầy sắp xếp giữa việc giảng dạy và công việc cá nhân .,0,0,mong thầy sắp_xếp giữa việc giảng_dạy và công_việc cá_nhân .,mong thầy sắp xếp giữa việc giảng dạy và công việc cá nhân .
chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .,2,0,chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .,chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .
tăng cường thời lượng giải bài tập .,0,1,tăng_cường thời_lượng giải bài_tập .,tăng cường thời lượng giải bài tập .
em thấy cô dạy nhiệt tình .,2,0,em thấy cô dạy nhiệt_tình .,em thấy cô dạy nhiệt tình .
giáo viên nhiệt tình tận tâm .,2,0,giáo_viên nhiệt_tình tận_tâm .,giáo viên nhiệt tình tận tâm .
không thông báo cho sinh viên về việc nghỉ học .,0,0,không thông_báo cho sinh_viên về việc nghỉ học .,không thông báo cho sinh viên về việc nghỉ học .
"thầy dạy rất dễ hiểu , ví dụ minh họa rất thực tế .",2,0,thầy dạy rất dễ hiểu ví_dụ minh_họa rất thực_tế .,"thầy dạy rất dễ hiểu , ví dụ minh họa rất thực tế ."
trời nóng quá học không hứng khởi .,0,3,trời nóng quá học không hứng_khởi .,trời nóng quá học không hứng khởi .
"nhiệt tình , cố gắng giúp sinh viên hiểu bài .",2,0,nhiệt_tình cố_gắng giúp sinh_viên hiểu bài .,"nhiệt tình , cố gắng giúp sinh viên hiểu bài ."
